2.070820093154907227e+00,-3.828949689865112305e+00,9.931617379188537598e-01,2.176810428500175476e-02,-9.478413499891757965e-03,-6.571507453918457031e-01,7.533851861953735352e-01,-2.084986865520477295e-01,4.390712454915046692e-02,-5.637568980455398560e-02,2.898934483528137207e-01,-1.078655719757080078e-01,-9.221036732196807861e-02,-1.350929141044616699e-01,-2.884874343872070312e-01,-5.163830518722534180e-01,4.382764399051666260e-01,1.894747316837310791e-01,-2.701587080955505371e-01,-2.276274561882019043e-01,-2.064032480120658875e-02,8.869312703609466553e-02,-3.184079229831695557e-01,1.538228869438171387e+00,-3.652077317237854004e-01,8.595105409622192383e-01,-8.733177185058593750e-02,3.074496686458587646e-01,4.653673768043518066e-01,-3.819935396313667297e-02,-1.502686262130737305e+00,-2.625530958175659180e-01,7.574850916862487793e-01,-1.962966471910476685e-01,2.819672822952270508e-01,-2.421097010374069214e-01
2.070930719375610352e+00,-3.828784465789794922e+00,9.875649809837341309e-01,-1.481383386999368668e-02,-2.187233790755271912e-02,-7.558930516242980957e-01,6.541619300842285156e-01,-2.328130453824996948e-01,1.656808108091354370e-01,1.742051094770431519e-01,5.893363952636718750e-01,-1.215524822473526001e-01,-3.160027563571929932e-01,-2.382285445928573608e-01,-2.129765003919601440e-01,-1.488979011774063110e-01,5.427613854408264160e-01,1.851197779178619385e-01,-3.423714041709899902e-01,3.460594918578863144e-03,-1.713900640606880188e-02,1.847302168607711792e-01,-1.558549255132675171e-01,1.570053219795227051e+00,-1.922492384910583496e-01,1.082643628120422363e+00,-3.384735882282257080e-01,5.202009156346321106e-02,7.103988528251647949e-01,-1.917923092842102051e-01,-1.479682087898254395e+00,-1.325071454048156738e-01,9.625503420829772949e-01,-2.002295851707458496e-01,1.349169611930847168e-01,-4.440837800502777100e-01
2.071150302886962891e+00,-3.828257083892822266e+00,9.869760870933532715e-01,-1.500496175140142441e-02,-2.172293514013290405e-02,-7.599707841873168945e-01,6.494207978248596191e-01,-2.424201369285583496e-01,1.712330877780914307e-01,1.789114773273468018e-01,6.095809936523437500e-01,-1.233175024390220642e-01,-3.295191228389739990e-01,-2.594260275363922119e-01,-2.103398889303207397e-01,-1.219095364212989807e-01,5.643031001091003418e-01,1.858060508966445923e-01,-3.525791168212890625e-01,1.391240023076534271e-02,-1.701279170811176300e-02,1.864333003759384155e-01,-1.497331261634826660e-01,1.572313547134399414e+00,-1.873321086168289185e-01,1.086745500564575195e+00,-3.379453122615814209e-01,5.089831352233886719e-02,7.093387842178344727e-01,-1.970332413911819458e-01,-1.479104161262512207e+00,-1.297118067741394043e-01,9.670673012733459473e-01,-2.017577588558197021e-01,1.323767155408859253e-01,-4.414995908737182617e-01
2.071349382400512695e+00,-3.827710866928100586e+00,9.877485632896423340e-01,-1.149610057473182678e-02,-1.864680647850036621e-02,-7.623589634895324707e-01,6.467835307121276855e-01,-2.457903176546096802e-01,1.706487685441970825e-01,1.855657100677490234e-01,5.985113382339477539e-01,-1.226677149534225464e-01,-3.240585029125213623e-01,-2.688899338245391846e-01,-2.059690654277801514e-01,-1.118432730436325073e-01,5.538262128829956055e-01,1.840893328189849854e-01,-3.455990850925445557e-01,1.902914978563785553e-02,-1.774635165929794312e-02,1.783471256494522095e-01,-1.429212689399719238e-01,1.572777748107910156e+00,-1.793635040521621704e-01,1.086155772209167480e+00,-3.364438116550445557e-01,5.186574906110763550e-02,7.128262519836425781e-01,-2.021974921226501465e-01,-1.477140426635742188e+00,-1.278833448886871338e-01,9.686790704727172852e-01,-2.019117325544357300e-01,1.321347206830978394e-01,-4.408003091812133789e-01
2.071462631225585938e+00,-3.827217340469360352e+00,9.883328676223754883e-01,-1.030664052814245224e-02,-1.729916222393512726e-02,-7.632177472114562988e-01,6.458274722099304199e-01,-2.470182329416275024e-01,1.705965250730514526e-01,1.876083463430404663e-01,5.933030247688293457e-01,-1.224099174141883850e-01,-3.215908706188201904e-01,-2.712455987930297852e-01,-2.035909146070480347e-01,-1.089563816785812378e-01,5.477389693260192871e-01,1.834595650434494019e-01,-3.420050442218780518e-01,1.984877325594425201e-02,-1.791095361113548279e-02,1.759290844202041626e-01,-1.373105943202972412e-01,1.572006464004516602e+00,-1.718610525131225586e-01,1.083150744438171387e+00,-3.355985879898071289e-01,5.084039643406867981e-02,7.174475193023681641e-01,-2.043490409851074219e-01,-1.474673271179199219e+00,-1.283809542655944824e-01,9.676548242568969727e-01,-2.000927329063415527e-01,1.305538266897201538e-01,-4.436511397361755371e-01
2.071491956710815430e+00,-3.826761245727539062e+00,9.889208078384399414e-01,-9.563508443534374237e-03,-1.625982858240604401e-02,-7.636325359344482422e-01,6.453754901885986328e-01,-2.471295744180679321e-01,1.705309450626373291e-01,1.888562142848968506e-01,5.879600048065185547e-01,-1.222671046853065491e-01,-3.191817998886108398e-01,-2.713137567043304443e-01,-2.015744894742965698e-01,-1.085373014211654663e-01,5.415459275245666504e-01,1.829838156700134277e-01,-3.388297557830810547e-01,1.954767294228076935e-02,-1.788537763059139252e-02,1.742886453866958618e-01,-1.320559531450271606e-01,1.570550441741943359e+00,-1.639634370803833008e-01,1.078497886657714844e+00,-3.326685130596160889e-01,5.064095556735992432e-02,7.216528654098510742e-01,-2.039757817983627319e-01,-1.471912503242492676e+00,-1.307070851325988770e-01,9.649000167846679688e-01,-2.001659423112869263e-01,1.292782723903656006e-01,-4.454202651977539062e-01
2.071457862854003906e+00,-3.826345920562744141e+00,9.894894361495971680e-01,-8.911062031984329224e-03,-1.535753905773162842e-02,-7.638357281684875488e-01,6.451663970947265625e-01,-2.467296272516250610e-01,1.702815443277359009e-01,1.897817552089691162e-01,5.822815895080566406e-01,-1.221807375550270081e-01,-3.166418373584747314e-01,-2.707095146179199219e-01,-1.998666077852249146e-01,-1.090962365269660950e-01,5.355168581008911133e-01,1.825560331344604492e-01,-3.358916342258453369e-01,1.873943582177162170e-02,-1.781243830919265747e-02,1.727170348167419434e-01,-1.272097975015640259e-01,1.569085717201232910e+00,-1.582024544477462769e-01,1.074240446090698242e+00,-3.287348151206970215e-01,4.954761639237403870e-02,7.251967191696166992e-01,-2.017391026020050049e-01,-1.469199419021606445e+00,-1.336766332387924194e-01,9.618396162986755371e-01,-1.989678293466567993e-01,1.290375441312789917e-01,-4.480766057968139648e-01
2.071387290954589844e+00,-3.825981616973876953e+00,9.900352954864501953e-01,-8.262264542281627655e-03,-1.450197026133537292e-02,-7.639074325561523438e-01,6.451099514961242676e-01,-2.461990118026733398e-01,1.698947250843048096e-01,1.904134005308151245e-01,5.764630436897277832e-01,-1.221301481127738953e-01,-3.140408098697662354e-01,-2.698574066162109375e-01,-1.984057724475860596e-01,-1.103466004133224487e-01,5.296349525451660156e-01,1.821271479129791260e-01,-3.331120908260345459e-01,1.738360896706581116e-02,-1.749063655734062195e-02,1.709694415330886841e-01,-1.221900433301925659e-01,1.567572712898254395e+00,-1.532471030950546265e-01,1.070683121681213379e+00,-3.255494534969329834e-01,4.758977144956588745e-02,7.277405858039855957e-01,-1.996750086545944214e-01,-1.466536402702331543e+00,-1.380148828029632568e-01,9.591506123542785645e-01,-1.986505836248397827e-01,1.301466971635818481e-01,-4.502101838588714600e-01
2.071298837661743164e+00,-3.825670719146728516e+00,9.906030297279357910e-01,-7.596374489367008209e-03,-1.365280710160732269e-02,-7.638653516769409180e-01,6.451864838600158691e-01,-2.454724162817001343e-01,1.694090962409973145e-01,1.910097748041152954e-01,5.702802538871765137e-01,-1.220288127660751343e-01,-3.112537562847137451e-01,-2.685775160789489746e-01,-1.971553415060043335e-01,-1.123242974281311035e-01,5.234285593032836914e-01,1.816648393869400024e-01,-3.302501440048217773e-01,1.564419083297252655e-02,-1.689306087791919708e-02,1.688711494207382202e-01,-1.195140779018402100e-01,1.565603494644165039e+00,-1.501005440950393677e-01,1.067929506301879883e+00,-3.225925564765930176e-01,4.588909819722175598e-02,7.288828492164611816e-01,-1.995981186628341675e-01,-1.463816165924072266e+00,-1.436593234539031982e-01,9.577026963233947754e-01,-2.007078826427459717e-01,1.322768032550811768e-01,-4.494101107120513916e-01
2.071200132369995117e+00,-3.825423717498779297e+00,9.912446141242980957e-01,-6.881097331643104553e-03,-1.279086526483297348e-02,-7.637307643890380859e-01,6.453714966773986816e-01,-2.442553043365478516e-01,1.687257289886474609e-01,1.917651146650314331e-01,5.631945133209228516e-01,-1.218837425112724304e-01,-3.080421686172485352e-01,-2.665963470935821533e-01,-1.959360986948013306e-01,-1.150574311614036560e-01,5.163210630416870117e-01,1.813063919544219971e-01,-3.270488679409027100e-01,1.386037468910217285e-02,-1.614842750132083893e-02,1.663903445005416870e-01,-1.192348822951316833e-01,1.563276410102844238e+00,-1.481654942035675049e-01,1.065078020095825195e+00,-3.193767666816711426e-01,4.544143006205558777e-02,7.275558114051818848e-01,-2.018918246030807495e-01,-1.462144613265991211e+00,-1.461174190044403076e-01,9.589524269104003906e-01,-1.990588009357452393e-01,1.335040777921676636e-01,-4.464977383613586426e-01
